상호명,상권업종소분류명,시군구명,행정동명,지번주소,도로명주소,경도,위도
에이바우트커피구남점,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6035-3,제주특별자치도 제주시 도남로 199,126.535372,33.485087
거인의정원,카페,제주시,아라동,제주특별자치도 제주시 아라일동 2853-1,제주특별자치도 제주시 대원길 58,126.535249,33.471842
물음표,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 529-9,제주특별자치도 제주시 전농로 54-1,126.518976,33.504291
소이재,카페,제주시,노형동,제주특별자치도 제주시 노형동 1068-3,제주특별자치도 제주시 다랑곶3길 20,126.478537,33.489062
동명리공간,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 동명리 1591-4,제주특별자치도 제주시 한림읍 한림중앙로 56,126.265598,33.409726
제주보름달,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 137-5,제주특별자치도 제주시 애월읍 하귀9길 20,126.415434,33.485147
화양연화,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 무릉리 303,제주특별자치도 서귀포시 대정읍 무릉인향로53번길 61-70,126.247804,33.288904
고망딱새,카페,제주시,이호동,제주특별자치도 제주시 이호일동 348-2,제주특별자치도 제주시 서해안로 96,126.459639,33.503452
꿀스커피제주아라점,카페,제주시,아라동,제주특별자치도 제주시 아라이동 1371-6,제주특별자치도 제주시 간월동로 14,126.544053,33.48548
하라케케,카페,서귀포시,대륜동,제주특별자치도 서귀포시 호근동 1641-2,제주특별자치도 서귀포시 속골로 29-10,126.52772,33.242867
울트라마린,카페,제주시,한경면,제주특별자치도 제주시 한경면 판포리 1611,제주특별자치도 제주시 한경면 일주서로 4611,126.206065,33.369428
화수목스튜디오,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 세화리 1493-4,제주특별자치도 제주시 구좌읍 세화북길 26,126.857271,33.524356
블러썸,카페,제주시,화북동,제주특별자치도 제주시 화북일동 1141,제주특별자치도 제주시 동화로 12-13,126.571883,33.519407
카페블루하우스,카페,서귀포시,천지동,제주특별자치도 서귀포시 서귀동 297-20,제주특별자치도 서귀포시 중앙로 73,126.561005,33.251166
플레이스꽃섬,카페,제주시,노형동,제주특별자치도 제주시 노형동 571-5,제주특별자치도 제주시 수목원서길 3,126.484184,33.469449
황금다방,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1566-2,제주특별자치도 제주시 중앙로 117-1,126.524368,33.508054
한미숙커피공방,카페,제주시,건입동,제주특별자치도 제주시 건입동 940-3,제주특별자치도 제주시 만덕로3길 26,126.535214,33.516732
14온즈,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 100-1,제주특별자치도 제주시 태성로 28-1,126.548871,33.500527
오로라정원,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 금능리 455-4,제주특별자치도 제주시 한림읍 금능남로 348,126.248562,33.359405
또시온,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 대흘리 110-27,제주특별자치도 제주시 조천읍 함와로 302,126.67681,33.513513
예그리나,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 450,제주특별자치도 제주시 흥운길 93,126.513176,33.515556
헬로남생이,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 신촌리 2493-1,제주특별자치도 제주시 조천읍 원당북로 197-20,126.614025,33.533574
달곰카페,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 대흘리 1669-7,제주특별자치도 제주시 조천읍 중산간동로 671,126.65703,33.499251
귤꽃다락,카페,서귀포시,대륜동,제주특별자치도 서귀포시 서호동 133,제주특별자치도 서귀포시 이어도로1027번길 34,126.522539,33.246408
오로지,카페,서귀포시,영천동,제주특별자치도 서귀포시 토평동 1299,제주특별자치도 서귀포시 토평남로99번길 14,126.587873,33.267659
소보리당로222,카페,서귀포시,예래동,제주특별자치도 서귀포시 상예동 2850-5,제주특별자치도 서귀포시 소보리당로 222,126.383305,33.262927
아일랜드,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 122-1,제주특별자치도 서귀포시 남원읍 태위로 672-8,126.718266,33.27832
르카페하도,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 종달리 1422,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,126.899583,33.509079
투썸플레이스제주연동점,카페,제주시,연동,제주특별자치도 제주시 연동 274-7,제주특별자치도 제주시 신광로 79,126.49016,33.485053
위더스트래블,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6113-16,제주특별자치도 제주시 인다9길 29,126.548473,33.475542
향기다방,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1686-6,제주특별자치도 제주시 중앙로 184,126.527486,33.502701
카페오르덴,카페,제주시,외도동,제주특별자치도 제주시 외도일동 1642-3,제주특별자치도 제주시 우령서로 64,126.426431,33.486731
포레스타,카페,서귀포시,송산동,제주특별자치도 서귀포시 토평동 557-5,제주특별자치도 서귀포시 칠십리로 264,126.580764,33.248169
꼬닥꼬닥,카페,제주시,한경면,제주특별자치도 제주시 한경면 판포리 2599-1,제주특별자치도 제주시 한경면 판포중2길 5,126.201552,33.358778
파스쿠찌용담해안도로점,카페,제주시,용담2동,제주특별자치도 제주시 용담삼동 2319-1,제주특별자치도 제주시 서해안로 506,126.493112,33.519443
새물,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 신엄리 929-2,제주특별자치도 제주시 애월읍 애월해안로 620,126.3697,33.478585
레이오버,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 행원리 575,제주특별자치도 제주시 구좌읍 해맞이해안로 648,126.812384,33.55862
시간의정원,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 의귀리 700-6,제주특별자치도 서귀포시 남원읍 원님로25번길 14,126.719845,33.31511
무우수홀리데이,카페,제주시,화북동,제주특별자치도 제주시 화북일동 1933-4,제주특별자치도 제주시 진남로 36,126.564093,33.523031
용소담,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 443,제주특별자치도 제주시 흥운길 103,126.513726,33.515405
표선카페,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 624-2,제주특별자치도 서귀포시 표선면 표선중앙로 89,126.833516,33.32589
아스쿰,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1,제주특별자치도 제주시 연북신설길 39,126.55243,33.49687
밀류,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 1461-1,제주특별자치도 서귀포시 표선면 표선동서로 139,126.828196,33.316975
비에노즈,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 3114-3,제주특별자치도 제주시 한림읍 한림해안로 674,126.284228,33.442463
카페모레,카페,제주시,이호동,제주특별자치도 제주시 이호일동 1962-4,제주특별자치도 제주시 테우해안로 160,126.450846,33.496759
가배미,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 942-4,제주특별자치도 서귀포시 동홍로 298,126.567899,33.274209
금능맛차롱,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 금능리 2026,제주특별자치도 제주시 한림읍 금능길 119-10,126.236204,33.390398
언플러그,카페,제주시,노형동,제주특별자치도 제주시 해안동 2077-5,제주특별자치도 제주시 해안마을길 43,126.454136,33.459529
카페델보스케,카페,서귀포시,영천동,제주특별자치도 서귀포시 상효동 산 25,제주특별자치도 서귀포시 산록남로 2847-37,126.586012,33.307216
봄벳,카페,서귀포시,예래동,제주특별자치도 서귀포시 상예동 189,제주특별자치도 서귀포시 상예로 244,126.394676,33.266769
빽다방빵연구소제주합동,카페,제주시,이도2동,제주특별자치도 제주시 도남동 663-12,제주특별자치도 제주시 청사로 75,126.527027,33.490131
컴포즈커피서귀포,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 567,제주특별자치도 서귀포시 동홍로 108,126.568697,33.258217
와랑와랑,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 위미리 875-1,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,126.676553,33.272285
카페안녕성산,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 성산리 135-1,제주특별자치도 서귀포시 성산읍 일출로 270-1,126.934544,33.461894
더벤티,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 412-3,제주특별자치도 서귀포시 동홍중앙로 70,126.572256,33.256769
르샹스,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 535-30,제주특별자치도 제주시 서광로 219,126.520193,33.500122
오엘이에프,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 와흘리 1912-3,제주특별자치도 제주시 조천읍 와흘상길 30,126.633409,33.493981
영희의정원민박&카페,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 수산리 346-5,제주특별자치도 제주시 애월읍 예원로 76-8,126.396039,33.462767
컴포즈커피제주,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1080-6,제주특별자치도 제주시 중앙로 325,126.53628,33.492375
제주인이제이,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 인성리 310-3,제주특별자치도 서귀포시 대정읍 향교로 32,126.278618,33.245341
야시장이동식판매대,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1329-6,제주특별자치도 제주시 중앙로13길 16-12,126.526455,33.51028
상향평준화,카페,제주시,삼도2동,제주특별자치도 제주시 삼도이동 199-5,제주특별자치도 제주시 남성로 156,126.521887,33.509099
꼬스덴뇨,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 종달리 150,제주특별자치도 제주시 구좌읍 해맞이해안로 2080,126.905254,33.509868
오월의향,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6057-5,제주특별자치도 제주시 아란2길 79,126.541528,33.470477
미세스테라,카페,제주시,아라동,제주특별자치도 제주시 아라이동 1394-11,제주특별자치도 제주시 간월동로 39,126.546465,33.48721
콕스,카페,제주시,이도2동,제주특별자치도 제주시 도남동 574-4,제주특별자치도 제주시 청사로1길 18,126.520344,33.49034
양과자회관,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 가시리 2517-1,제주특별자치도 서귀포시 표선면 녹산로 14,126.765724,33.362044
요유,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 소길리 797-9,제주특별자치도 제주시 애월읍 장소로 211,126.37985,33.43407
제레미,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 애월리 1549,제주특별자치도 제주시 애월읍 애월로 106-1,126.318545,33.464448
파스쿠찌제주한라,카페,제주시,연동,제주특별자치도 제주시 연동 1964-3,제주특별자치도 제주시 도령로 73,126.485902,33.49013
마더카페,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 태흥리 1114,제주특별자치도 서귀포시 남원읍 태위로894번길 45,126.741529,33.2813
더벤티서귀포오일,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 1103-2,제주특별자치도 서귀포시 중산간동로 7917,126.570379,33.265436
카페바라크라,카페,서귀포시,송산동,제주특별자치도 서귀포시 보목동 429,제주특별자치도 서귀포시 칠십리로504번길 8-4,126.604144,33.241637
바람코지머뭄센터신천다방,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 신천리 466-5,제주특별자치도 서귀포시 성산읍 신천서로 4,126.849294,33.344258
